subject,sessionIndex,rep,H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
s002,2,36,0.1045,0.1664,0.0619,0.0895,0.1526,0.0631,0.0729,0.1806,0.1077,0.0995,0.8107,0.7112,0.1122,0.4551,0.3429,0.1172,0.3877,0.2705,0.0985,0.1859,0.0874,0.1228,0.1188,-0.004,0.0743,0.1896,0.1153,0.1124,0.2635,0.1511,0.0837
s002,2,37,0.108,0.1594,0.0514,0.0839,0.133,0.0491,0.0739,0.1346,0.0607,0.0945,0.8276,0.7331,0.0591,0.3822,0.3231,0.1188,0.2426,0.1238,0.1109,0.2356,0.1247,0.1185,0.1389,0.0204,0.0692,0.1914,0.1222,0.0853,0.2079,0.1226,0.0913
s002,2,38,0.0979,0.163,0.0651,0.0771,0.126,0.0489,0.0771,0.1378,0.0607,0.0927,0.5991,0.5064,0.094,0.3852,0.2912,0.123,0.2653,0.1423,0.0855,0.1254,0.0399,0.1463,0.132,-0.0143,0.0666,0.1888,0.1222,0.0929,0.2754,0.1825,0.0948
s002,2,39,0.1051,0.1779,0.0728,0.0853,0.1281,0.0428,0.0663,0.136,0.0697,0.0816,0.5136,0.432,0.0718,0.4311,0.3593,0.0985,0.1774,0.0789,0.0816,0.1574,0.0758,0.1185,0.146,0.0275,0.07,0.1832,0.1132,0.0908,0.2184,0.1276,0.0932
s002,2,40,0.1095,0.1757,0.0662,0.0876,0.1412,0.0536,0.0731,0.128,0.0549,0.09,0.4365,0.3465,0.0879,0.4265,0.3386,0.1128,0.1627,0.0499,0.0866,0.1403,0.0537,0.1045,0.1217,0.0172,0.0628,0.1702,0.1074,0.0818,0.2131,0.1313,0.076
s002,2,41,0.1127,0.2126,0.0999,0.0803,0.1856,0.1053,0.0628,0.1206,0.0578,0.0866,0.4632,0.3766,0.0834,0.401,0.3176,0.1128,0.1717,0.0589,0.0905,0.1334,0.0429,0.0985,0.1155,0.017,0.0705,0.1666,0.0961,0.094,0.2282,0.1342,0.0734
s002,2,42,0.1172,0.3496,0.2324,0.0892,0.1333,0.0441,0.0934,0.1971,0.1037,0.0987,0.7254,0.6267,0.0839,0.4922,0.4083,0.1025,0.1878,0.0853,0.0657,0.0983,0.0326,0.1106,0.1439,0.0333,0.0697,0.1716,0.1019,0.0929,0.2324,0.1395,0.081
s002,2,43,0.1069,0.1588,0.0519,0.0808,0.1502,0.0694,0.0774,0.1204,0.043,0.0979,0.4515,0.3536,0.0826,0.9561,0.8735,0.1082,0.2631,0.1549,0.0829,0.1442,0.0613,0.1183,0.1106,-0.0077,0.0569,0.1683,0.1114,0.089,0.2314,0.1424,0.0816
s002,2,44,0.0948,0.138,0.0432,0.0797,0.1301,0.0504,0.0744,0.1116,0.0372,0.0874,0.4711,0.3837,0.0803,0.3775,0.2972,0.113,0.178,0.065,0.0763,0.1213,0.045,0.1193,0.1138,-0.0055,0.0686,0.1815,0.1129,0.0789,0.2237,0.1448,0.0837
s002,2,45,0.1016,0.1854,0.0838,0.0787,0.1392,0.0605,0.0686,0.1248,0.0562,0.089,0.4661,0.3771,0.0771,0.4382,0.3611,0.1138,0.1867,0.0729,0.0845,0.2247,0.1402,0.1066,0.1328,0.0262,0.0652,0.1821,0.1169,0.0842,0.2179,0.1337,0.0766
s002,2,46,0.108,0.1758,0.0678,0.0932,0.1392,0.046,0.0771,0.1399,0.0628,0.0884,0.508,0.4196,0.0895,0.4115,0.322,0.1122,0.412,0.2998,0.089,0.1675,0.0785,0.118,0.1405,0.0225,0.0708,0.1901,0.1193,0.0826,0.2171,0.1345,0.0755
s002,2,47,0.1053,0.1715,0.0662,0.0839,0.1219,0.038,0.0718,0.1513,0.0795,0.0942,0.6177,0.5235,0.0876,0.3663,0.2787,0.1239,0.1759,0.052,0.0726,0.1756,0.103,0.122,0.112,-0.01,0.0723,0.1987,0.1264,0.0723,0.2337,0.1614,0.0942
s002,2,48,0.1059,0.1882,0.0823,0.0913,0.1309,0.0396,0.0718,0.1576,0.0858,0.0861,0.4883,0.4022,0.0913,0.4218,0.3305,0.1027,0.221,0.1183,0.0876,0.169,0.0814,0.0942,0.1051,0.0109,0.0686,0.218,0.1494,0.0715,0.3572,0.2857,0.1069
s002,2,49,0.1262,0.2715,0.1453,0.0934,0.1744,0.081,0.0721,0.15,0.0779,0.0911,0.5315,0.4404,0.085,0.3561,0.2711,0.1175,0.2759,0.1584,0.0895,0.1466,0.0571,0.1146,0.1279,0.0133,0.0639,0.1808,0.1169,0.0871,0.2192,0.1321,0.0821
s002,2,50,0.1048,0.1504,0.0456,0.0903,0.1539,0.0636,0.0771,0.1209,0.0438,0.0934,0.4903,0.3969,0.0884,0.3898,0.3014,0.1106,0.2935,0.1829,0.0964,0.1498,0.0534,0.1301,0.1143,-0.0158,0.0644,0.1882,0.1238,0.081,0.2089,0.1279,0.0797
s002,3,1,0.1138,0.5602,0.4464,0.0855,0.2966,0.2111,0.0942,0.1681,0.0739,0.0795,0.873,0.7935,0.0705,0.4878,0.4173,0.1035,0.2474,0.1439,0.0689,0.1648,0.0959,0.114,0.1661,0.0521,0.085,0.1948,0.1098,0.0919,0.2396,0.1477,0.0729
s002,3,2,0.1098,0.1855,0.0757,0.0726,0.1204,0.0478,0.0673,0.1217,0.0544,0.075,0.7777,0.7027,0.0789,0.4545,0.3756,0.1132,0.2507,0.1375,0.0818,0.132,0.0502,0.1064,0.1139,0.0075,0.0747,0.1605,0.0858,0.0882,0.2409,0.1527,0.0721
s002,3,3,0.1103,0.2242,0.1139,0.0668,0.0982,0.0314,0.0568,0.1294,0.0726,0.0723,0.7188,0.6465,0.0744,0.3642,0.2898,0.098,0.1991,0.1011,0.1032,0.1519,0.0487,0.1225,0.1244,0.0019,0.066,0.1966,0.1306,0.0731,0.4015,0.3284,0.0958
s002,3,4,0.104,0.1604,0.0564,0.071,0.1048,0.0338,0.0626,0.1167,0.0541,0.0665,0.4336,0.3671,0.0747,0.4015,0.3268,0.0842,0.1848,0.1006,0.0708,0.1023,0.0315,0.0945,0.1167,0.0222,0.0607,0.1655,0.1048,0.0771,0.205,0.1279,0.0589
s002,3,5,0.109,0.2319,0.1229,0.076,0.1415,0.0655,0.0618,0.1054,0.0436,0.0715,0.5022,0.4307,0.0705,0.3242,0.2537,0.1075,0.2297,0.1222,0.0919,0.1606,0.0687,0.1156,0.1336,0.018,0.0813,0.1803,0.099,0.0784,0.2248,0.1464,0.0679
s002,3,6,0.1296,0.2061,0.0765,0.0797,0.1383,0.0586,0.0639,0.1056,0.0417,0.0816,0.5178,0.4362,0.0805,0.3688,0.2883,0.0988,0.1746,0.0758,0.081,0.1447,0.0637,0.0982,0.1291,0.0309,0.0737,0.1885,0.1148,0.0797,0.1983,0.1186,0.0744
s002,3,7,0.0998,0.1866,0.0868,0.0789,0.1312,0.0523,0.0628,0.1172,0.0544,0.085,0.4259,0.3409,0.0647,1.736,1.6713,0.107,0.2456,0.1386,0.0853,0.1714,0.0861,0.1209,0.0969,-0.024,0.0824,0.1692,0.0868,0.0921,0.2245,0.1324,0.0713
s002,3,8,0.0927,0.1586,0.0659,0.0752,0.1391,0.0639,0.071,0.1164,0.0454,0.0789,0.5061,0.4272,0.08,0.3942,0.3142,0.0982,0.2157,0.1175,0.0789,0.1181,0.0392,0.0969,0.1141,0.0172,0.0549,0.1465,0.0916,0.081,0.1909,0.1099,0.061
s002,3,9,0.1003,0.139,0.0387,0.0858,0.1449,0.0591,0.0671,0.1186,0.0515,0.08,0.5706,0.4906,0.0916,0.3698,0.2782,0.0996,0.249,0.1494,0.0853,0.1514,0.0661,0.1375,0.0787,-0.0588,0.0905,0.1868,0.0963,0.1035,0.2865,0.183,0.0985
s002,3,10,0.0647,0.5473,0.4826,0.0803,0.184,0.1037,0.0602,0.0953,0.0351,0.075,0.4133,0.3383,0.0874,0.3385,0.2511,0.0913,0.1737,0.0824,0.0845,0.1073,0.0228,0.1001,0.098,-0.0021,0.0734,0.1497,0.0763,0.0964,0.2172,0.1208,0.0766
s002,3,11,0.0969,0.1892,0.0923,0.0911,0.1458,0.0547,0.071,0.1373,0.0663,0.0755,0.4468,0.3713,0.0708,0.3324,0.2616,0.1069,0.1668,0.0599,0.0842,0.1479,0.0637,0.0964,0.0829,-0.0135,0.0608,0.1508,0.09,0.0829,0.1989,0.116,0.0681
s002,3,12,0.0927,0.194,0.1013,0.0808,0.1357,0.0549,0.0602,0.1112,0.051,0.0755,0.3713,0.2958,0.0908,0.3906,0.2998,0.1096,0.2096,0.1,0.0898,0.1836,0.0938,0.1096,0.0753,-0.0343,0.0766,0.1721,0.0955,0.0884,0.2361,0.1477,0.0705
s002,3,13,0.0995,0.4918,0.3923,0.0911,0.278,0.1869,0.0605,0.1141,0.0536,0.08,0.4972,0.4172,0.0723,0.3788,0.3065,0.1024,0.2893,0.1869,0.132,0.2807,0.1487,0.1219,0.1423,0.0204,0.075,0.1777,0.1027,0.0853,0.2514,0.1661,0.0784
s002,3,14,0.1103,0.1736,0.0633,0.0779,0.1523,0.0744,0.0737,0.2281,0.1544,0.0945,0.6481,0.5536,0.0803,0.3648,0.2845,0.0908,0.2191,0.1283,0.09,0.1819,0.0919,0.1115,0.0901,-0.0214,0.0721,0.1724,0.1003,0.0934,0.2458,0.1524,0.0618
s002,3,15,0.1541,0.1733,0.0192,0.0768,0.1734,0.0966,0.0718,0.1262,0.0544,0.0792,0.4315,0.3523,0.0689,0.3643,0.2954,0.0877,0.1561,0.0684,0.0789,0.1371,0.0582,0.0974,0.0766,-0.0208,0.0768,0.19,0.1132,0.0934,0.3118,0.2184,0.0987
s002,3,16,0.1117,0.1573,0.0456,0.0834,0.1782,0.0948,0.0694,0.1183,0.0489,0.0979,0.6568,0.5589,0.1048,0.3611,0.2563,0.0814,0.196,0.1146,0.0766,0.1485,0.0719,0.0993,0.0837,-0.0156,0.0753,0.1764,0.1011,0.0908,0.2382,0.1474,0.0469
s002,3,17,0.1204,0.1742,0.0538,0.081,0.1657,0.0847,0.0774,0.1524,0.075,0.0858,0.5732,0.4874,0.0808,0.3665,0.2857,0.0916,0.2254,0.1338,0.0671,0.2237,0.1566,0.1175,0.193,0.0755,0.085,0.1879,0.1029,0.0871,0.2005,0.1134,0.0731
s002,3,18,0.0964,0.091,-0.0054,0.0908,0.1777,0.0869,0.0642,0.1086,0.0444,0.0895,0.5487,0.4592,0.0879,0.4298,0.3419,0.1119,0.1425,0.0306,0.0908,0.1711,0.0803,0.1022,0.0901,-0.0121,0.0882,0.2001,0.1119,0.0842,0.4401,0.3559,0.1227
s002,3,19,0.1209,0.196,0.0751,0.0934,0.1412,0.0478,0.0808,0.1202,0.0394,0.0774,0.4394,0.362,0.0948,0.3933,0.2985,0.1151,0.1513,0.0362,0.0884,0.1508,0.0624,0.1143,0.1109,-0.0034,0.085,0.2167,0.1317,0.08,0.2285,0.1485,0.0882
s002,3,20,0.1029,0.1321,0.0292,0.0824,0.1568,0.0744,0.0639,0.1135,0.0496,0.095,0.4473,0.3523,0.0945,0.5361,0.4416,0.1086,0.3242,0.2156,0.1027,0.3435,0.2408,0.1417,0.1708,0.0291,0.0747,0.1929,0.1182,0.104,0.2546,0.1506,0.0982
s002,3,21,0.1082,0.1554,0.0472,0.0766,0.2059,0.1293,0.0686,1.0162,0.9476,0.1014,0.7078,0.6064,0.0752,0.3577,0.2825,0.1044,0.1641,0.0597,0.0858,0.1294,0.0436,0.1038,0.0901,-0.0137,0.0774,0.1758,0.0984,0.1008,0.2258,0.125,0.0913
s002,3,22,0.0985,0.1341,0.0356,0.0715,0.1684,0.0969,0.0636,0.4196,0.356,0.1056,0.489,0.3834,0.081,0.3624,0.2814,0.0919,0.1782,0.0863,0.0797,0.1331,0.0534,0.098,0.0877,-0.0103,0.0676,0.1689,0.1013,0.0887,0.206,0.1173,0.0903
s002,3,23,0.0982,0.1483,0.0501,0.076,0.1724,0.0964,0.071,0.1486,0.0776,0.09,0.7436,0.6536,0.0882,0.4723,0.3841,0.1041,0.1815,0.0774,0.0805,0.1307,0.0502,0.108,0.1056,-0.0024,0.0724,0.1898,0.1174,0.0829,0.2414,0.1585,0.0642
s002,3,24,0.0921,0.6441,0.552,0.0927,0.2526,0.1599,0.0771,0.1418,0.0647,0.0871,0.5032,0.4161,0.0742,0.331,0.2568,0.0858,0.1531,0.0673,0.0789,0.1331,0.0542,0.1014,0.0877,-0.0137,0.0716,0.1888,0.1172,0.0932,0.2538,0.1606,0.0879
s002,3,25,0.1072,0.156,0.0488,0.0787,0.1642,0.0855,0.0694,0.1753,0.1059,0.0898,0.4339,0.3441,0.0734,0.4076,0.3342,0.0956,0.1508,0.0552,0.0779,0.1276,0.0497,0.1069,0.1109,0.004,0.0676,0.1937,0.1261,0.1006,0.2348,0.1342,0.0964
s002,3,26,0.1117,0.1267,0.015,0.0816,0.1708,0.0892,0.0742,0.0731,-0.0011,0.0869,0.6838,0.5969,0.0781,0.4614,0.3833,0.1028,0.1482,0.0454,0.0824,0.1437,0.0613,0.1083,0.0824,-0.0259,0.0685,0.1767,0.1082,0.0937,0.2306,0.1369,0.0776
s002,3,27,0.0948,0.166,0.0712,0.0676,0.1117,0.0441,0.0763,0.117,0.0407,0.0774,0.4635,0.3861,0.0977,0.3677,0.27,0.0877,0.1205,0.0328,0.0813,0.1529,0.0716,0.113,0.0916,-0.0214,0.0811,0.2099,0.1288,0.0927,0.2639,0.1712,0.081
s002,3,28,0.0961,0.1433,0.0472,0.0898,0.1672,0.0774,0.0679,0.1299,0.062,0.0874,0.4851,0.3977,0.1074,0.3814,0.274,0.0911,0.1276,0.0365,0.0816,0.1791,0.0975,0.1096,0.0835,-0.0261,0.0702,0.2689,0.1987,0.109,0.273,0.164,0.0839
s002,3,29,0.0805,0.1179,0.0374,0.0829,0.188,0.1051,0.0695,0.0423,-0.0272,0.0871,0.6782,0.5911,0.09,0.3923,0.3023,0.1083,0.1323,0.024,0.0845,0.1822,0.0977,0.1283,0.127,-0.0013,0.0805,0.2117,0.1312,0.0969,0.252,0.1551,0.0855
s002,3,30,0.095,0.1274,0.0324,0.0971,0.1927,0.0956,0.0647,0.1117,0.047,0.095,0.4132,0.3182,0.094,0.4672,0.3732,0.1074,0.1932,0.0858,0.0887,0.1426,0.0539,0.1135,0.1545,0.041,0.0737,0.2051,0.1314,0.0866,0.2414,0.1548,0.0774
s002,3,31,0.0871,0.1353,0.0482,0.0839,0.1576,0.0737,0.075,0.121,0.046,0.0927,0.4954,0.4027,0.1011,0.4274,0.3263,0.0877,0.1722,0.0845,0.0913,0.1429,0.0516,0.1169,0.0776,-0.0393,0.0982,0.2067,0.1085,0.0932,0.22,0.1268,0.0829
s002,3,32,0.0953,0.1032,0.0079,0.1051,0.1875,0.0824,0.0718,0.0969,0.0251,0.0789,0.4275,0.3486,0.1008,0.4046,0.3038,0.0985,0.1086,0.0101,0.081,0.1832,0.1022,0.1215,0.1043,-0.0172,0.0703,0.1861,0.1158,0.0874,0.2021,0.1147,0.0929
s002,3,33,0.1051,0.1992,0.0941,0.0932,0.1645,0.0713,0.0697,0.1278,0.0581,0.0898,0.6017,0.5119,0.0826,0.3651,0.2825,0.0758,0.2458,0.17,0.08,0.1358,0.0558,0.1095,0.1352,0.0257,0.0763,0.2014,0.1251,0.0879,0.2208,0.1329,0.0742
s002,3,34,0.1074,0.1498,0.0424,0.0824,0.1513,0.0689,0.0718,0.0893,0.0175,0.1008,0.3992,0.2984,0.0956,0.8934,0.7978,0.1117,0.2545,0.1428,0.0887,0.1308,0.0421,0.1183,0.1226,0.0043,0.0702,0.1602,0.09,0.0964,0.2467,0.1503,0.0787
s002,3,35,0.0924,0.1179,0.0255,0.081,0.156,0.075,0.0702,0.0942,0.024,0.0863,0.4206,0.3343,0.1053,0.3864,0.2811,0.1162,0.1622,0.046,0.0869,0.1838,0.0969,0.1328,0.1193,-0.0135,0.102,0.23,0.128,0.0974,0.2482,0.1508,0.0591
s002,3,36,0.1011,0.1253,0.0242,0.0961,0.2138,0.1177,0.062,0.081,0.019,0.1198,0.5935,0.4737,0.0866,0.3754,0.2888,0.0822,0.1406,0.0584,0.0816,0.1661,0.0845,0.1131,0.1091,-0.004,0.0415,0.1463,0.1048,0.0971,0.2229,0.1258,0.0747
s002,3,37,0.0731,0.1482,0.0751,0.0882,0.2635,0.1753,0.0887,0.1233,0.0346,0.0998,0.9131,0.8133,0.0768,0.3674,0.2906,0.0903,0.1629,0.0726,0.0961,0.1569,0.0608,0.113,0.1114,-0.0016,0.074,0.1875,0.1135,0.1103,0.2801,0.1698,0.0993
s002,3,38,0.1,0.1284,0.0284,0.0829,0.2223,0.1394,0.0858,0.1666,0.0808,0.0966,0.3929,0.2963,0.0948,0.4324,0.3376,0.1305,0.324,0.1935,0.0866,0.1878,0.1012,0.1027,0.1613,0.0586,0.0737,0.1951,0.1214,0.0916,0.2205,0.1289,0.0803
s002,3,39,0.133,0.2377,0.1047,0.0805,0.1758,0.0953,0.0631,0.1331,0.07,0.0961,0.4574,0.3613,0.0929,0.4042,0.3113,0.0946,0.1688,0.0742,0.0813,0.136,0.0547,0.1202,0.1017,-0.0185,0.0753,0.193,0.1177,0.0858,0.2166,0.1308,0.0657
s002,3,40,0.0898,0.1214,0.0316,0.0861,0.193,0.1069,0.0676,0.1122,0.0446,0.0927,0.5935,0.5008,0.0781,0.4947,0.4166,0.1004,0.2171,0.1167,0.0964,0.1429,0.0465,0.1193,0.1421,0.0228,0.0708,0.1885,0.1177,0.0858,0.2158,0.13,0.0763
s002,3,41,0.0752,0.2029,0.1277,0.118,0.2196,0.1016,0.0797,0.2995,0.2198,0.1035,0.6294,0.5259,0.0808,0.363,0.2822,0.0985,0.2307,0.1322,0.1016,0.1806,0.079,0.1072,0.1144,0.0072,0.0808,0.1916,0.1108,0.0961,0.2702,0.1741,0.104
s002,3,42,0.1085,0.1757,0.0672,0.0876,0.1903,0.1027,0.0768,0.1082,0.0314,0.0953,0.389,0.2937,0.1024,0.4218,0.3194,0.1051,0.1788,0.0737,0.0871,0.1339,0.0468,0.1259,0.1032,-0.0227,0.0716,0.1711,0.0995,0.0924,0.2116,0.1192,0.075
s002,3,43,0.0971,0.1269,0.0298,0.0887,0.2059,0.1172,0.0692,0.127,0.0578,0.1048,0.4365,0.3317,0.1122,0.4376,0.3254,0.1072,0.1914,0.0842,0.0842,0.1402,0.056,0.1168,0.1149,-0.0019,0.0764,0.1688,0.0924,0.0934,0.2263,0.1329,0.0597
s002,3,44,0.1051,0.1649,0.0598,0.0861,0.1851,0.099,0.0705,0.1046,0.0341,0.0993,0.4418,0.3425,0.1032,0.4266,0.3234,0.0988,0.1772,0.0784,0.0971,0.1518,0.0547,0.1114,0.1101,-0.0013,0.0753,0.1832,0.1079,0.0969,0.2419,0.145,0.0784
s002,3,45,0.1053,0.1659,0.0606,0.0958,0.2238,0.128,0.0686,0.1549,0.0863,0.0987,0.5246,0.4259,0.1051,0.4039,0.2988,0.1115,0.2063,0.0948,0.1222,0.2007,0.0785,0.1095,0.1407,0.0312,0.0824,0.2096,0.1272,0.0927,0.2322,0.1395,0.0895
s002,3,46,0.0869,0.17,0.0831,0.0932,0.2529,0.1597,0.0845,0.1869,0.1024,0.0855,0.5288,0.4433,0.0834,0.3427,0.2593,0.1035,0.1745,0.071,0.0982,0.1564,0.0582,0.1043,0.0681,-0.0362,0.089,0.2027,0.1137,0.0948,0.2266,0.1318,0.095
s002,3,47,0.108,0.1364,0.0284,0.0845,0.174,0.0895,0.0739,0.1122,0.0383,0.0942,0.3491,0.2549,0.1022,0.4,0.2978,0.1148,0.209,0.0942,0.0884,0.1487,0.0603,0.1111,0.099,-0.0121,0.076,0.1837,0.1077,0.0832,0.2087,0.1255,0.0681
s002,3,48,0.0977,0.1536,0.0559,0.0892,0.1399,0.0507,0.0679,0.1373,0.0694,0.0927,0.3867,0.294,0.1016,0.4551,0.3535,0.1194,0.2532,0.1338,0.0979,0.2231,0.1252,0.1307,0.1434,0.0127,0.0776,0.1919,0.1143,0.0985,0.2575,0.159,0.0834
s002,3,49,0.0987,0.1456,0.0469,0.0847,0.2066,0.1219,0.1027,0.1793,0.0766,0.0998,0.5283,0.4285,0.095,0.3922,0.2972,0.1088,0.2017,0.0929,0.0998,0.1466,0.0468,0.118,0.0998,-0.0182,0.075,0.1895,0.1145,0.0911,0.2285,0.1374,0.085
s002,3,50,0.1008,0.1345,0.0337,0.0861,0.165,0.0789,0.0787,0.1326,0.0539,0.0948,0.3956,0.3008,0.0858,0.4321,0.3463,0.1112,0.2049,0.0937,0.0876,0.156,0.0684,0.1144,0.1009,-0.0135,0.0872,0.1896,0.1024,0.0927,0.2132,0.1205,0.08
s002,4,1,0.1159,0.1937,0.0778,0.0679,0.0859,0.018,0.0792,0.1017,0.0225,0.0684,0.4745,0.4061,0.0803,0.3483,0.268,0.1085,0.1935,0.085,0.0795,0.1332,0.0537,0.0917,0.0885,-0.0032,0.0977,0.1916,0.0939,0.0874,0.2203,0.1329,0.0549
s002,4,2,0.1008,0.1622,0.0614,0.0723,0.123,0.0507,0.0744,0.1264,0.052,0.0744,0.3953,0.3209,0.0892,0.3999,0.3107,0.1051,0.2513,0.1462,0.0824,0.1353,0.0529,0.1077,0.1035,-0.0042,0.0882,0.1893,0.1011,0.0797,0.2034,0.1237,0.0613
s002,4,3,0.1024,0.1622,0.0598,0.0948,0.1294,0.0346,0.0689,0.1309,0.062,0.0958,0.4175,0.3217,0.0855,0.3822,0.2967,0.1075,0.1703,0.0628,0.0861,0.1234,0.0373,0.0985,0.0819,-0.0166,0.0784,0.1671,0.0887,0.0784,0.2097,0.1313,0.075
s002,4,4,0.1148,0.158,0.0432,0.0824,0.1157,0.0333,0.0686,0.1449,0.0763,0.0879,0.4779,0.39,0.0739,0.3608,0.2869,0.0977,0.1495,0.0518,0.0861,0.1622,0.0761,0.1019,0.0473,-0.0546,0.0834,0.1961,0.1127,0.0787,0.2111,0.1324,0.0605
s002,4,5,0.1032,0.1319,0.0287,0.0821,0.1397,0.0576,0.0605,0.0962,0.0357,0.0826,0.4222,0.3396,0.0837,0.42,0.3363,0.1125,0.2252,0.1127,0.0905,0.1323,0.0418,0.103,0.0877,-0.0153,0.0995,0.2027,0.1032,0.081,0.2062,0.1252,0.0655
s002,4,6,0.1014,0.1372,0.0358,0.0829,0.1141,0.0312,0.0737,0.1194,0.0457,0.0834,0.4462,0.3628,0.0816,0.3411,0.2595,0.0993,0.1434,0.0441,0.0718,0.1387,0.0669,0.1183,0.0336,-0.0847,0.0834,0.2191,0.1357,0.0964,0.2557,0.1593,0.076
s002,4,7,0.1069,0.1607,0.0538,0.0861,0.1186,0.0325,0.0639,0.1215,0.0576,0.0853,0.4154,0.3301,0.09,0.4102,0.3202,0.1106,0.2323,0.1217,0.0895,0.1659,0.0764,0.0929,0.0338,-0.0591,0.1001,0.2706,0.1705,0.1111,0.2638,0.1527,0.0689
s002,4,8,0.1114,0.1971,0.0857,0.0795,0.1099,0.0304,0.0795,0.1452,0.0657,0.0911,0.588,0.4969,0.0961,0.5678,0.4717,0.0977,0.2326,0.1349,0.1114,0.1835,0.0721,0.0793,0.0117,-0.0676,0.0748,0.2247,0.1499,0.1032,0.2907,0.1875,0.09
s002,4,9,0.1037,0.1496,0.0459,0.0681,0.0834,0.0153,0.09,0.1151,0.0251,0.081,0.3356,0.2546,0.0879,0.3664,0.2785,0.0903,0.155,0.0647,0.0998,0.196,0.0962,0.1399,0.1386,-0.0013,0.1278,0.2692,0.1414,0.1066,0.2532,0.1466,0.066
s002,4,10,0.0876,0.1179,0.0303,0.0781,0.1528,0.0747,0.0847,0.1138,0.0291,0.0985,0.4838,0.3853,0.0708,0.3461,0.2753,0.1006,0.1906,0.09,0.0887,0.1479,0.0592,0.09,0.1101,0.0201,0.0882,0.1755,0.0873,0.0995,0.2949,0.1954,0.1008
s002,4,11,0.1143,0.1309,0.0166,0.0766,0.1413,0.0647,0.0747,0.118,0.0433,0.0905,0.6241,0.5336,0.0948,0.3907,0.2959,0.1009,0.2384,0.1375,0.0953,0.1627,0.0674,0.1009,0.0724,-0.0285,0.0885,0.1846,0.0961,0.0982,0.2103,0.1121,0.0721
s002,4,12,0.0982,0.172,0.0738,0.0715,0.1087,0.0372,0.0739,0.1106,0.0367,0.0789,0.4066,0.3277,0.0892,0.4395,0.3503,0.1085,0.1848,0.0763,0.0993,0.1577,0.0584,0.0934,0.0565,-0.0369,0.1053,0.2589,0.1536,0.1074,0.2582,0.1508,0.0605
s002,4,13,0.0789,0.0907,0.0118,0.0839,0.1586,0.0747,0.0755,0.093,0.0175,0.0977,0.4371,0.3394,0.1043,0.4134,0.3091,0.1048,0.1383,0.0335,0.0998,0.1946,0.0948,0.1194,0.0579,-0.0615,0.122,0.2447,0.1227,0.1014,0.2295,0.1281,0.0808
s002,4,14,0.1106,0.1094,-0.0012,0.0861,0.1671,0.081,0.0586,0.0679,0.0093,0.0684,0.569,0.5006,0.0834,0.383,0.2996,0.1148,0.1418,0.027,0.1095,0.193,0.0835,0.0882,0.1878,0.0996,0.0821,0.2088,0.1267,0.081,0.2047,0.1237,0.0871
s002,4,15,0.095,0.1153,0.0203,0.0797,0.1243,0.0446,0.0636,0.1169,0.0533,0.0803,0.4321,0.3518,0.0784,0.3281,0.2497,0.1101,0.1297,0.0196,0.118,0.2131,0.0951,0.1301,0.1732,0.0431,0.0953,0.2299,0.1346,0.0995,0.2226,0.1231,0.0734
s002,4,16,0.1093,0.1216,0.0123,0.0829,0.1732,0.0903,0.0663,0.0903,0.024,0.09,0.5048,0.4148,0.0684,0.3147,0.2463,0.109,0.1513,0.0423,0.0993,0.1844,0.0851,0.0964,0.1331,0.0367,0.0731,0.2079,0.1348,0.0813,0.2261,0.1448,0.0847
s002,4,17,0.0977,0.114,0.0163,0.0882,0.1835,0.0953,0.0681,0.0879,0.0198,0.0913,0.4594,0.3681,0.0663,0.3493,0.283,0.1111,0.1623,0.0512,0.0956,0.1667,0.0711,0.1156,0.1386,0.023,0.0866,0.2003,0.1137,0.0842,0.2189,0.1347,0.0668
s002,4,18,0.0813,0.0714,-0.0099,0.0845,0.2537,0.1692,0.0892,0.104,0.0148,0.1093,0.4568,0.3475,0.0721,0.3989,0.3268,0.1008,0.2383,0.1375,0.1016,0.1743,0.0727,0.1072,0.1498,0.0426,0.09,0.209,0.119,0.0858,0.1936,0.1078,0.0821
s002,4,19,0.0993,0.1623,0.063,0.0808,0.1136,0.0328,0.0813,0.1291,0.0478,0.0942,0.39,0.2958,0.0884,0.3365,0.2481,0.1212,0.1701,0.0489,0.0995,0.1708,0.0713,0.1284,0.1141,-0.0143,0.0922,0.2125,0.1203,0.0919,0.2385,0.1466,0.0847
s002,4,20,0.1132,0.1598,0.0466,0.0863,0.1478,0.0615,0.0694,0.1322,0.0628,0.1014,0.4941,0.3927,0.0803,0.3247,0.2444,0.1132,0.1884,0.0752,0.1016,0.1299,0.0283,0.0993,0.0961,-0.0032,0.088,0.2015,0.1135,0.0958,0.211,0.1152,0.0834
s002,4,21,0.0916,0.0733,-0.0183,0.0895,0.1837,0.0942,0.0618,0.0748,0.013,0.0979,0.3982,0.3003,0.0895,0.4205,0.331,0.108,0.1943,0.0863,0.0911,0.1345,0.0434,0.1191,0.1101,-0.009,0.0938,0.1957,0.1019,0.1037,0.2313,0.1276,0.0676
